,pressure_bar,feed_flow_m3_h,salinity_g_L,temperature_C,recovery_rate_target,pump_efficiency,erd_efficiency,membrane_condition,SEC_real,SEC_pred
220,1.753756918817339,-0.9852107799138908,-1.4777332035957111,-1.5899107583246468,0.0871843359025613,0.8782272264882643,0.2217164187191533,0.3312247844253872,3.7871338618530888,3.7116209913733353
339,-0.2073145945997554,1.2475640195711992,-1.3012089736336965,-0.517114818105516,-1.459982410516163,-0.1351971791420821,-1.0480251866773245,0.9763318137062804,4.317662839414077,4.164566300130326
423,1.447421792477377,1.500943674333681,1.1566391348288634,-0.4254449894203087,1.58391502589123,1.2352274761268245,1.3004233131658771,-0.6206093860126561,3.197781847372119,3.09356853539838
428,0.198349512933366,-0.0815342304056865,1.5248863753412556,-0.1240066614200438,0.0690054223671606,-1.4600738266759603,-1.249117297283482,1.693375949184954,4.233133147975739,4.210187613281929
1105,0.9110849056708588,1.0707008979616146,-1.6608897236222375,-1.2481390675294417,1.538854457349268,-0.2527756290241936,-1.2792148128775105,0.7584232689067782,3.698350099672129,3.572274745133065
76,0.5773026302546828,1.5295932601018936,0.1823843508467129,-1.4597072489894838,1.419122050443132,1.1813661725362237,-0.4274534123034889,-0.1206939502758209,3.0348963395867328,3.084178353174026
1391,-0.2814518610512527,0.2297792575038713,-1.3561181732053451,-1.0037841133239735,1.3343628260855571,-0.6160844450803948,1.577583566302165,-0.2631963220084952,3.1690897579066446,3.18847628724875
439,-0.3384562583615952,0.5707297300605516,-0.0745991093388733,-1.2363764351535962,0.2449892895630678,1.716245207955902,0.1095733146749793,0.0431030136125341,3.1598210532056106,2.9686494478639056
1336,-0.1319279145687446,-1.550894738998758,-0.2596282550513017,1.3282289872156643,0.8768448882960711,-1.5549960775326097,-1.1330184163112793,-1.1010863781185083,3.896509655721727,3.860055472387795
864,-0.0237851186519945,0.3600748718108374,1.303189120346265,-0.7691111907506722,1.194149436653455,-1.1642900510189045,0.4324480410165798,0.4039380319271595,3.5453817559866274,3.5798925689974013
1080,0.7508163637455975,-1.098521465249167,-1.3888890699393392,0.7838630983511451,-1.3618839459036391,-0.8216805107573192,-0.2153054794558109,0.6336562024523252,4.337141776674852,4.584377031266484
354,-1.5374595843600949,0.0220782401552188,-1.6569213557085507,-0.496703866541415,1.5030001613124702,1.192172646682746,-1.4826574004100206,0.054548900340158,2.720918296505855,2.7146644975439713
365,-0.2456895137999022,0.5669114089748838,0.4116368673913576,-1.2315719923645432,1.364437271002774,0.2905297991034635,-1.5711225383284688,0.2033570879245198,3.088906839703711,3.2633106769590747
309,-0.778306521188028,-0.2109548428669829,-1.3301431301849944,-1.6338317493696135,-1.530788315810777,1.06880565268864,0.1164244905949117,1.0182608002929563,3.4021205469843414,3.477228840202796
736,-1.5932587184044005,1.000696065514032,-0.4829789717208398,0.9095897104517624,-0.5136514556793018,-0.3510550907307483,-1.1911043089429831,0.8201273383865842,3.4136522953018047,3.515451324415452
998,-0.0484533805389424,-0.2930266147869481,-0.8134118358428746,1.6428679243669315,1.5574091530101617,0.8426939060788468,0.7439395548701427,1.0237053881958518,2.922334347400706,2.9204167118724005
621,0.9060150195658494,-0.2932745106278064,0.2457477393345442,0.5343394263987342,-1.0168062069169026,-0.6983595718264886,1.581651197202733,-0.4352215769282299,4.082762201279856,4.169768972533137
543,1.323103836107696,1.4730777355019014,0.4741830125305828,-1.1454324231497697,0.175989432092016,-0.4556766671089815,1.5694623857046608,1.4157130307097587,3.886019372467718,3.809300389930149
1140,0.5956695076346931,-1.5890675739446836,-0.8335966139530042,1.4543187668899649,1.0653587447841852,-0.1727697846261862,-0.1703704333582994,-0.8780815399731783,3.6109111288029183,3.495472476376493
1296,-1.6782351508668438,1.3929792025812051,1.0172930622451133,1.1821749261655756,-1.6329581059268663,0.1025374663499876,1.1117985792816845,0.8298180115276975,3.553348731936921,3.4406729276013768
554,0.4001493885943413,-0.2509091459299743,-1.08708596418947,0.7346488554692246,0.7291374881070357,-0.76131334708778,0.8160397264562975,-0.1220250163575843,3.7324992872802656,3.606732640205475
679,-0.5447784171717978,1.543145354415919,-0.1828133570422896,-1.261311415906572,-0.7691443904529089,-1.2201931612328851,-0.2991090730710405,-1.2422950354854976,4.208533550586475,4.062851286993107
49,-0.7826769030934226,-1.6721504380707015,0.3631836308874216,0.8284264280108671,-0.6558093821858363,0.0143660528731614,0.2944700676360544,-1.3877176081203797,3.5316282100718737,3.5230761421108463
490,1.5258729376812403,0.271492481003547,-0.7280218614887364,-0.3435994233229029,1.33536276194051,-1.4633335567242889,0.0312776805837609,0.0252678449086618,4.165355525567023,4.03599059748582
316,1.197622807150332,-0.4185956096208348,0.7239407846069343,0.7123745717236784,-1.6913871778063012,-0.4685530791928266,0.2696986068891319,-0.8161973460795473,4.651949163862473,4.698414421347321
904,-0.7898323978239826,-1.3790225373355194,-0.1963087305406796,0.4861198084121794,-0.8284433695116902,-1.410306167790501,-0.2151609362918214,-1.2130736337408867,4.1498529418544345,4.09484240790226
636,-0.7632512999334106,-1.307002779668866,1.4599169850281872,1.5706261856568378,-0.8160716862400842,0.0773503455941852,1.566876733862499,0.27407648919336,3.363073195817534,3.4172247247361125
560,-1.4720119684622694,-1.5125759000043366,1.3919322801270069,0.951049804776186,1.277886306461393,0.5683052397856901,1.3575701755933325,1.3518489499946147,2.639473482486387,2.6566898193269135
486,-1.1499863076696342,-1.618591832296031,1.1537171558435284,-1.0672534114565382,-1.3302662106152885,-1.1977434615434224,1.270329554371493,-1.5754158834175995,3.914163427593493,3.891498896046594
67,0.3112515200485632,-0.3959494018154672,1.1402619560022509,1.3776814639448738,-0.8265603186862172,-0.7399375880410162,-0.3100441162267022,1.656517808408296,4.243052417866873,4.194155503530343
811,0.1559785435391887,-0.6610668686582256,-1.3331151550148304,0.4089712660418567,-1.213971568098761,0.1903192929355191,-0.9118990003731868,1.1024143090780747,4.000844040744453,4.040403712582414
493,-1.4021666184656036,1.6346215739507153,-1.6474117773607533,-0.3151970879522444,0.0091184730449671,-0.3664619846482562,1.5151651424242196,-0.1376544102499504,3.229262101617968,3.1272140849674086
310,0.5879109336636298,-1.6125929081468031,-1.5746791590734313,-1.009100815718256,1.3036921489782851,-1.1690365569134036,-1.325918027100886,-0.1333610548149025,3.892309497284039,3.80921469241825
1096,-1.3999857528298156,-0.2708372523485306,0.4226618337365345,0.9480707716951324,0.84272665395685,1.1276087579638838,0.1279222153173291,-0.2750205124928957,2.7748574170163804,2.75366989894187
1247,1.4333707838450445,0.3623449147577659,0.7210640109203433,0.3533279686671282,0.9506792940339092,-1.5186219747258876,-0.6327477174403326,1.1011287563833536,4.2021821340749055,4.22146538818029
184,-0.9635965517569391,1.36590200852991,-0.467289111983849,-1.0105617502044844,1.0348188753230387,1.3272057377478588,-0.4156020598809574,-0.9833541383370394,2.686448459488992,2.794923281979009
306,-1.0384887162260124,-0.933085522069234,-0.2694472421158066,-0.3766659055197845,0.2436887572305913,-0.0822582681698344,-0.5090906293774639,-0.9871058172064692,3.391567556033172,3.3226218254602764
852,0.1659850443863732,1.2948393648323808,0.2751660487243498,0.3336209971913129,0.4991340594965081,0.4896947408540043,-0.1453922067596102,0.4683420519446644,3.4677965229940493,3.3584082913542965
792,1.1433520957643275,1.2870910908358273,-1.003724782654271,-1.494637917757699,0.889716288091039,-0.583846800228887,-0.0333969205004924,1.190438951382444,3.7157957006008018,3.783453467218328
289,1.6683783919418145,0.2390780189666817,-0.5063582658849838,0.538133202261795,-1.2361904014701242,-0.9203153417954064,-0.0780589625169037,0.1285823041622006,4.951618329718656,4.8627158306087495
706,1.3355388067167036,-1.0179159234692206,0.1203471943083898,0.5734749943130332,0.7925769871594174,1.702691958942628,-1.2890167105626942,0.9166550391220586,3.496605341018047,3.380876579218883
1329,0.0888415909392651,0.3210153870504731,1.1074094250060704,-0.3789879229950847,-0.8807630262415743,1.6176735524178236,-0.2803778738788786,-1.0615628693973305,3.295722571893754,3.413717465852779
654,0.8228700989093943,0.2264393109421967,-1.6081767862418388,-0.6315323796841467,-0.9023104134226876,1.6823821232170113,0.3777379251470161,1.3661392150644394,3.420844339869859,3.4686194641729347
522,-0.3688453746296724,0.1594301493638724,0.9722985691594382,-1.3167031966402885,-0.4166112789748961,0.5341433065295498,0.8418530484523794,1.6962276436543746,3.441107034685552,3.3393265127895178
461,-1.7047082131912754,0.6096958423811105,0.6016686801460033,-0.8386004813654491,1.0098326366267585,-0.8733517622781308,-1.3326550734191616,1.2122642379036013,3.1757602751656773,3.2735380573326287
930,1.604461726453906,0.1478094969267666,1.0017253732492657,-0.6983177057215275,0.5619644687358719,0.0262813876841669,0.3050355680986351,0.8388770100637585,3.954717748564151,3.7892593051017656
1034,-0.9657230728426628,-1.4518443569242576,0.0861091009362741,1.4942444387923102,0.319770781930093,-1.6279572480272355,-1.6716075631708591,1.665892378874529,3.623065307193116,3.8391719691888295
29,1.637135732614069,-0.913111636024992,0.0191605294180141,-1.5712782233656384,1.7041528827122654,0.1165711920355255,-0.210431683367253,-0.3358184502445894,3.675399441387123,3.5467304086156948
240,-1.3716571142282117,1.6429988108256404,0.6516026305887784,0.4578788152181184,1.5057805563536102,0.5149207512573237,0.8309135486960768,-0.3784179819800786,2.8022900331604355,2.711890559895273
798,0.6407976463154342,-1.0244170045739007,1.3311651943947598,0.6680824052375861,0.5924564950122992,0.2670562293478236,0.7277125553257868,0.8080857131392813,3.385180331797274,3.424986660172634
817,0.2437097675962729,0.6192360516861547,-1.5070083222125192,-1.0835154571803458,-0.8220285739904911,-1.4942940710312174,-0.0098136886858656,1.5917849893881244,4.564316713500248,4.404016494707562
65,0.5545326610046984,0.6967102330545827,1.510871045669166,-0.9502928109186208,1.446408068845184,-1.2501848770884882,0.6791028772484834,0.2701300340699292,3.407445962670377,3.650094123777626
601,0.035748207882112,-1.553507333339483,0.9400613056494576,0.8850333333449005,1.2489587723874795,-0.0834438384764517,0.4365630609150963,0.5495944612783065,3.5197472795697338,3.259634291416973
924,1.47169122139243,0.5684426809518314,-0.5455696947855374,-1.1687869894324852,0.8063263866441935,0.4098803704362723,-1.3700484831498418,0.5541684161961072,3.741073274924446,3.7571201631206494
754,1.0111590132408066,1.6279684620678982,0.5288464684946541,-0.1923478734837644,-1.6812625602603777,-0.3671181844097214,1.5788804970458656,-0.8683243252480891,4.1508777951613824,4.333349109268932
926,-1.144039135255975,1.089748987739628,0.3572845936488999,0.6171790857289371,0.8284501425863378,1.626936719384138,1.203069389380231,0.5034008953312175,2.689002939700025,2.61373806778575
1101,1.2639266976547392,0.7002076228124027,1.741124359014187,-0.7846994178023312,0.7061732835038066,1.660855144504492,-0.0364662501796052,-1.5574700336457437,3.254930153441282,3.2613142094393632
247,-0.0229127026060523,-1.0368155825834886,0.5737090098511277,0.7868141793888581,0.0422057603130868,1.2709883162315272,-1.219990174705985,-0.5650758252490412,3.3841004709298232,3.340240484919054
277,-1.3537820942171372,-0.6727530227152693,1.258234591329353,0.8133385063921601,1.5893186279508007,0.2122331867834272,0.0524609208176492,-1.6679428317707163,2.798174346982247,2.81326423561894
1402,1.5781626862374485,0.4111655094867608,-1.0719163800582048,1.4174910197434345,0.233645976593756,0.4671398597616482,-1.4721636926022803,1.1917983733908704,4.050764917379294,3.9267530955335146
1066,1.6922529148069303,-1.532854736676676,1.042974138928077,0.0130739356010688,-0.5689837661536378,0.7393919338058025,-0.5985990952876352,-1.5857189817693509,3.852911856456036,4.032368234745298
479,0.1770418615886758,0.1364993584428586,-0.1175563150867718,-0.7398066788797042,-0.2936857554668117,-0.4074997312992797,-1.4945196434378736,0.5615691561608653,4.039917050627979,4.0051907043159485
426,0.6160797651561485,0.8501110767192639,0.8666715191632606,-0.6204337675220893,1.516984188144347,-0.0864097061734365,-1.1857446278979678,-1.283207120273215,3.491619641044188,3.471304602062101
123,0.6718693854141506,-1.1864027552381702,-0.5904179362174224,-1.411386352596426,-1.3246691572712592,-0.1289199065341872,-1.6115817224037774,-1.541633087814085,4.501068948636446,4.425236936534957
1169,-1.048645427073148,-0.4001855394454645,-1.3221115191015274,1.1730789661089704,-1.3125655104930765,-1.2378096833993832,-1.369577470778129,-0.6699344284582485,4.135370174208364,4.320457640753795
394,0.0860350823886585,1.1074992402486248,-1.7361434350301257,-1.3335137360601677,0.2102160888494778,0.7407482069215904,0.3418047048659949,1.0181280133574486,3.2858086381102902,3.2749475898922986
985,1.54815838120252,0.1121407285005017,0.6686965110100995,1.3872308608256751,0.0959865597152444,-0.4397189436714043,1.4284325938333768,1.2702834661295546,4.014662453030238,3.902624963528413
715,0.8091466366094854,-0.212810093601667,0.5410056494686993,1.6115086152532023,-0.6425232695691722,-0.9011175210137682,-0.6000886680779169,-0.8918968878205443,4.228174309045727,4.375840590604528
1134,-0.3297854059385506,-0.2130710067640801,-0.3412822234300764,-0.2199885772696135,0.0867430308160549,-0.330623680833419,-1.047918622238446,-1.2909269955581713,3.798638797971136,3.6632459531807116
1084,-0.5030706438489758,1.398879185173802,0.8078433687934632,1.2280782577167169,0.0638262814570631,-0.990413764912843,0.707382085066297,-1.0474743842561431,3.583166587190797,3.603946255149211
497,1.3976253848686244,1.60889018131794,-1.584904799278275,-1.1496199761896448,-0.7199757278597329,-0.9776564991523282,1.0945782901489125,0.8137691832100945,4.309908867822987,4.350981583621222
44,-0.6545154493951649,-0.3161937322323096,0.8441460289774728,-1.1436612919206115,-1.0175883602409967,0.8008189051031432,0.9423183757069696,-1.130248837795203,3.366189065180052,3.3507670173294826
59,0.2189260524603738,1.2913246093267772,0.5799749342937378,-0.539568464558295,-1.4241290199469332,0.4707590805820794,1.701921027963541,1.3156003023775489,3.8147433316228105,3.696688958679034
1161,1.106153007222538,-1.1362565270542675,-0.3506569303533168,-0.4504788586230432,0.1431781613832889,-0.8362641173836354,-0.2490908840118114,-1.5135810005762969,4.019904440375812,4.092522491822365
23,1.3131577038945383,-1.009505579619594,0.7993067191726083,-0.0521617195694908,-0.1043146974305482,1.3213253237989846,-0.986248023499114,0.2244711207641169,3.649768638863077,3.6727849890740605
874,0.9414943452202352,0.532764979955225,1.1571075241942188,-1.484125776577546,-0.267623278956448,1.1746473934170294,0.1595910321722725,-1.153626195269506,3.490359843072337,3.522109592459754
481,-1.574424378230186,0.1580736760571269,0.9174429031979782,-0.5560552111101893,-1.4420771395977263,-1.0446392271671163,-1.6147859434341394,1.1698041835112245,4.061276033545236,4.109378958943358
1324,0.6893365679810697,-0.9330399023522724,0.0252361345792062,1.7311501093300528,-1.4299375728025912,-1.096183986455815,-0.98792259926564,-1.3573122335174368,4.827963106701713,4.7995344018156505
745,0.1002959009886788,-0.0351560988254557,-0.0535870798946641,0.2467641604568411,-1.4457669977957404,1.3311415396683663,0.0927439756115937,-1.399039713455794,3.7940754596065007,3.6028148213341145
231,0.8472185583996269,-0.8006937033274574,0.4053109200166497,0.7208049437097387,0.4709016286589262,0.1312721650862708,1.664474597912934,1.5288367533473324,3.614869975514863,3.427781799590569
124,-0.44397798825751,-1.5916509696497352,0.5255296405479766,0.3555240400992544,-0.0816164233618972,1.5461916919432372,-1.1153515191027223,-0.9391254318735346,3.2140179583406203,3.205763428100808
427,-0.9443024720987044,-1.036979564998295,0.0028306026145938,1.6432121426930797,0.9423890005277086,0.4475211342911139,-1.3481968059976173,-1.2488840327152175,2.893978975192021,3.1091042535609597
818,0.7278365355222219,0.760926446890886,0.5653246404317714,-0.700223284918209,-1.6675849917900027,0.0474221740640433,-0.3002990113971183,-0.1948271314656917,4.715163711679294,4.410392353305112
168,-0.1310353120642448,-1.0769889090491804,1.4652096838736457,-1.1412174503419654,0.0431883901655363,-0.9088268006606994,-1.2276046046739986,-1.4481446644001603,3.95903435464358,3.9121238701128207
115,-1.335121151124622,-1.162032348105346,-1.0652658505005168,0.5521697519845864,-0.0286738238821141,1.6789068955775008,-1.5852318601784252,-0.3041587598866674,2.9447130868092537,3.004519783309265
1088,-1.0551471738674851,1.3850525311935862,-0.9559603612552988,-1.654945771780583,1.5273581968811565,-0.6777389077916779,-0.3843744842701654,-1.4866605637454229,3.331371736397089,3.0826895792327904
986,0.452920980185281,-1.2914110647528847,-1.2794968964288025,-1.6769634850078432,1.2442990062662092,-0.0782089400016956,1.3523304262146862,-0.2201858705082308,3.3044532874293457,3.2706682637760394
1395,-0.523903617946701,0.1418786232517731,1.355595436048147,-1.1248273524227912,-0.4002031134459254,-1.3664290848925118,1.6447265916988452,0.056433618184507,4.009446632667964,3.796645902449461
1424,-0.9417371663749642,0.0261464909833038,0.4941534088195525,1.1924386005864038,0.5229844326171135,1.4631901582485636,-0.1446393111277614,0.5280463266489388,2.906883843071085,2.858797230337558
415,-0.4912532968768032,1.189664799900276,-0.5170278203227888,0.6547011800402299,-1.2923874457503106,-0.1520781032939357,-0.7084983605056935,-0.4907384648019673,4.097755181680092,4.000000207173464
141,0.9023017008135888,-1.0533799062333444,-1.4307499917289674,-1.2306585764335116,0.850755191808078,1.3750827061554765,1.19363877890537,-1.279850878877238,3.1089144629508296,3.109892839959667
1233,0.06698138389505,-0.9170639416694126,-0.3910723315369356,1.7146828978210351,0.4447531483014448,1.208744188193242,-0.4610445908268073,-0.1896555885234374,3.1364952471723604,3.1806902782774205
1293,1.245057970307149,-1.6022477907179065,1.1307667785412543,0.6204594680311051,-0.809526329489596,-0.861590125912383,-0.0930983496235312,0.4201904110662454,4.453147553644764,4.523587748576842
762,-1.415310857393543,1.2653451379401042,0.1388084545346075,1.2454125750167904,0.8782748437568173,-1.5096687350604705,0.0298224540010147,-1.3379977256213422,3.3995804768210864,3.3672736105503325
1206,0.3315794715182097,1.6611700839511852,0.595107604638971,0.8494308479294018,-1.1723576167406655,-1.382419312059229,1.1573380612152024,-1.2160698598574646,4.41501128056644,4.3454277709728135
462,-1.6463722218349,-0.4260023060620352,-0.4412854365525401,0.4890148977275782,0.4302683856132388,-0.6830133730428347,-0.4767691301400711,-0.0688305830618666,3.2067465902129784,3.2719996855526925
1243,-0.9236153467280503,-1.730201296638663,0.338650479596031,1.3605534148100589,0.794546472172853,0.844434089680177,1.1778079250664857,0.6530302151397158,2.819717503742026,2.8263313921656192
78,0.6301071329127379,1.1350797633746434,-1.7203063226005169,-0.0520488779840275,-1.4064862309118566,0.1446637840651863,-0.0034901255145917,1.2524359657016306,4.226830668461762,4.120314110283619
1004,-1.4749765285753986,-1.309498862909277,-1.58467001742532,-0.9536404585889392,-0.8527516134460175,0.2865708041461872,-1.313369810948531,0.1974367814800596,3.354264272425136,3.503562898235421
1490,0.5709559896930912,-1.7258544431176692,-0.1425242831082021,0.2077201291195268,1.3158779019685856,1.5149437039179363,-0.9450700611807183,1.2582858772610852,3.063087897116671,3.1085450650967155
571,0.5217378935153718,-0.2449478332720522,0.279698399410156,-0.9247145253706152,1.339044415646992,-0.6462125192060374,0.276366726531782,1.0570491728509166,3.4970128199083224,3.531085794493612
15,-1.464801937628903,1.048955479243716,1.5150783831163477,0.5918091843297625,1.5415001900020355,-1.5207417797854668,-0.7966792075000612,1.6381679419793147,3.462592481008443,3.3190079586462553
494,-1.689675497306634,0.2471030471031942,0.760544087471088,0.7833006982012238,1.6383339198795694,0.7526139345451505,0.8267511352878665,-1.3193418359159124,2.5211406444949698,2.564482764776009
350,1.7269845698606632,0.2900402022478843,1.6778511407649117,1.4563221425814017,0.2995255813701449,-0.1333810194552603,-1.2053994461212607,-1.6804264557538389,4.072964234964274,4.094049675566666
999,0.9579104012640516,0.6734244664114288,-0.9277646508862292,-0.1064775363421877,-1.093863489857421,1.4296639554249246,-1.0524716838572492,-0.4775865859014404,3.812779503553072,3.8339617098448557
274,0.9023252358516388,-1.0779649479525903,-1.534202329501167,-0.5558506930853315,-0.8584760934075257,1.2413909443057405,-0.6650224125721493,1.1264403450998992,3.566784565512035,3.7458134804960728
1191,0.5289538664895324,0.7643652535917824,-0.2518033938507191,0.9568940246294192,-0.1109616125631397,-0.3097039470051537,1.2037457377557712,-0.7997935158611147,3.571796087012974,3.664613449084891
271,0.5474608833871561,-0.1440698352303,-0.8142316079407265,1.5779358909397718,1.224965262107685,0.9004861200917835,-1.3538178924399062,0.6856425616177748,3.164172593022381,3.2939771721560773
1473,-1.2041159088689135,0.3633689028828606,-0.9896892869080124,1.2139839708684743,-1.701322495633096,1.0216319896201858,-0.9914632344918736,-1.445715723877809,3.495073850007021,3.6204533242138335
237,-1.0089315693771228,1.3271983411276804,-0.6552407021788187,-0.0712383667410421,-1.410077759428027,-1.7033779360486718,0.3649836713459971,0.5499325020185206,4.2377977866277465,4.288079798494975
585,1.0798320849458365,-1.2750027199884144,-1.7239038285401935,1.538271606846104,1.1371615550647445,1.5473220341754843,1.503377714373129,1.0139916010798673,2.971322000037676,3.0159040247714506
1312,-0.6986634768005187,-0.8445256940426997,-0.8954292945165733,-0.7143687456998754,1.1094064845904876,-0.6435568752940102,-0.8335520550558281,1.0722853972395134,3.449516783095057,3.368713752083354
694,-1.5281890571569732,-1.4748784605926006,-0.1737014631989851,-0.6911572738621367,-1.1897900038799891,1.0480936302077877,-0.8250769332195297,1.5187565502908775,3.4311423923817075,3.320394930212128
